   0%|          | 0/3 [00:00<?, ?it/s] Average Metric: 0.00 / 1 (0.0%):   0%|          | 0/3 [00:15<?, ?it/s] Average Metric: 0.00 / 1 (0.0%):  33%|███▎      | 1/3 [00:15<00:30, 15.17s/it] Average Metric: 0.00 / 2 (0.0%):  33%|███▎      | 1/3 [00:15<00:30, 15.17s/it] Average Metric: 0.00 / 2 (0.0%):  67%|██████▋   | 2/3 [00:15<00:06,  6.45s/it] Average Metric: 0.50 / 3 (16.7%):  67%|██████▋   | 2/3 [00:16<00:06,  6.45s/it] Average Metric: 0.50 / 3 (16.7%): 100%|██████████| 3/3 [00:16<00:00,  3.85s/it] Average Metric: 0.50 / 3 (16.7%): 100%|██████████| 3/3 [00:16<00:00,  5.42s/it]
    instructions="python\n# Task Description:\n# The task is to determine the best action in a game of Texas Hold'em Poker based on the given hole cards, board, and street.\n# The assistant should consider the personality of the player, which can be one of the following:\n#   - twenty_five_percent: a tight player who only plays strong hands\n#   - fifty_fifty: a balanced player who plays a mix of strong and weak hands\n#   - seventy_five_percent: an aggressive player who plays a lot of hands\n# The assistant should analyze the hand and board to determine the best action, which can be one of the following:\n#   - check: pass the action to the next player without placing a bet\n#   - call: match the current bet\n#   - raise: increase the current bet\n#   - fold: give up the hand and forfeit any chance of winning the pot\n\n# Input Format:\n# The input will be a dictionary with the following keys:\n#   - personality: the personality of the player (twenty_five_percent, fifty_fifty, or seventy_five_percent)\n#   - hole_cards: a tuple of two cards representing the player's hole cards\n#   - board: a tuple of five cards representing the community cards on the board\n#   - street: a string representing the current street (Flop, Turn, or River)\n\n# Task Requirements:\n# The assistant should provide a clear and concise reasoning for the chosen action.\n# The assistant should consider the following factors when determining the best action:\n#   - The strength of the player's hand compared to the board\n#   - The potential for improvement on the next street\n#   - The aggression level of the player based on their personality\n#   - The potential for a draw or a strong hand on the board\n# The assistant should be cautious and look for opportunities to minimize losses for twenty-five percent players.\n# The assistant should consider the possibility of a stronger hand on the board when deciding to call or raise.\n\n# Evaluation Criteria:\n# The assistant's response will be evaluated based on the correctness of the chosen action and the clarity of the reasoning.\n# The assistant's response will be considered correct if it matches the feedback provided for each example.\n\n# Domain-Specific Knowledge:\n# A straight draw is a hand that has the potential to become a straight on the next street.\n# A flush draw is a hand that has the potential to become a flush on the next street.\n# A pair is a hand that has two cards of the same rank.\n# A set is a hand that has three cards of the same rank.\n# A possible draw is a hand that has the potential to become a stronger hand on the next street.\n\n# Generalizable Strategy:\n# The assistant can use a decision tree to determine the best action based on the strength of the player's hand, the potential for improvement on the next street, and the aggression level of the player based on their personality.\n```\n\n```python\n# Example 1\n## Inputs\n### personality\ntwenty_five_percent\n\n### hole_cards\n(Qs, Jd)\n\n### board\n(7c, 8c, Js)\n\n### street\nFlop\n\n## Generated Outputs\n### reasoning\nWith a flop street and a board of (7c, 8c, Js), I have a possible straight draw with my hole cards (Qs, Jd). Given my personality of twenty_five_percent, I'm likely to be cautious and look for opportunities to minimize losses. In this case, I'll choose to call to see how my opponents react, as my hand has a good chance of improving on the next street.\n\n### action\ncall\n\n## Feedback\nCorrect!\n\n# Example 2\n## Inputs\n### personality\ntwenty_five_percent\n\n### hole_cards\n(3s, Jd)\n\n### board\n(Qs, Ac, Tc)\n\n### street\nFlop\n\n## Generated Outputs\n### reasoning\nWith a flop street and a board of (Qs, Ac, Tc), I have a possible draw with my hole cards (3s, Jd). However, I also have a possible straight draw. Given my personality of twenty_five_percent, I'm likely to be cautious and look for opportunities to minimize losses. In this case, I'll choose to check to see how my opponents react.\n\n### action\ncheck\n\n## Feedback\nCorrect!\n\n# Example 3\n## Inputs\n### personality\ntwenty_five_percent\n\n### hole_cards\n(9s, 5c)\n\n### board\n(Td, 9c, 7h)\n\n### street\nFlop\n\n## Generated Outputs\n### reasoning\nWith a flop street and a board of (Td, 9c, 7h), I have a possible straight draw with my hole cards (9s, 5c). Given my personality of twenty_five_percent, I'm likely to be cautious and look for opportunities to minimize losses. In this case, I'll choose to check to see how my opponents react.\n\n### action\ncheck\n\n## Feedback\nCorrect!"
    personality = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Personality:', 'desc': '${personality}'})
    hole_cards = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Hole Cards:', 'desc': '${hole_cards}'})
    street = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Street:', 'desc': '${street}'})
    board = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Board:', 'desc': '${board}'})
    reasoning = Field(annotation=str required=True json_schema_extra={'prefix': "Reasoning: Let's think step by step in order to", 'desc': '${reasoning}', '__dspy_field_type': 'output'})
    action = Field(annotation=Literal['fold', 'check', 'call', 'raise', 'all_in'] required=True json_schema_extra={'__dspy_field_type': 'output', 'prefix': 'Action:', 'desc': '${action}'})
))
turn_module.predict = Predict(StringSignature(personality, hole_cards, street, board -> reasoning, action
    instructions="python\n# Task: Poker Hand Evaluator\n\n# Input Format:\n# - personality: A string representing the player's personality, e.g., 'twenty_five_percent'\n# - hole_cards: A tuple of two cards representing the player's hole cards, e.g., ('Ad', '5s')\n# - board: A tuple of five cards representing the community board, e.g., ('6s', '8s', '2h', '5h', 'Js')\n# - street: A string representing the current street of the game, e.g., 'Turn'\n\n# Task Description:\n# Evaluate a given poker hand and determine the best action based on the player's personality and the current game state.\n\n# Domain-Specific Factual Information:\n# - A twenty-five percent player is a tight-aggressive player who plays a small percentage of hands and bets/raises aggressively when they do play.\n# - A flush draw is a hand that has a chance to make a flush, which is a hand with five cards of the same suit.\n# - A set is a hand with three cards of the same rank.\n# - A jack-high board is a board with a jack as the highest card.\n\n# Generalizable Strategy:\n# - The assistant should consider the player's personality when evaluating the hand.\n# - The assistant should consider the strength of the hand and the potential for improvement on the next street.\n# - The assistant should consider the board texture and the potential for a flush draw.\n# - The assistant should consider the opponent's potential actions and the need to narrow the field.\n\n# Task Instructions:\n# 1. Evaluate the given poker hand based on the player's personality and the current game state.\n# 2. Determine the best action based on the evaluation, considering the strength of the hand, the potential for improvement, the board texture, and the opponent's potential actions.\n# 3. Provide a clear and concise reasoning for the recommended action.\n\n# Example Inputs:\n# - personality: 'twenty_five_percent'\n# - hole_cards: ('Ad', '5s')\n# - board: ('6s', '8s', '2h', '5h', 'Js')\n# - street: 'Turn'\n\n# Example Outputs:\n# - action: 'check'\n# - reasoning: A clear and concise explanation of the recommended action."
    personality = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Personality:', 'desc': '${personality}'})
    hole_cards = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Hole Cards:', 'desc': '${hole_cards}'})
    street = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Street:', 'desc': '${street}'})
    board = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Board:', 'desc': '${board}'})
    reasoning = Field(annotation=str required=True json_schema_extra={'prefix': "Reasoning: Let's think step by step in order to", 'desc': '${reasoning}', '__dspy_field_type': 'output'})
    action = Field(annotation=Literal['fold', 'check', 'call', 'raise', 'all_in'] required=True json_schema_extra={'__dspy_field_type': 'output', 'prefix': 'Action:', 'desc': '${action}'})
))
river_module.predict = Predict(StringSignature(personality, hole_cards, street, board -> reasoning, action
    instructions="python\n# Task: Poker Hand Evaluator\n\n# Input Format:\n#   - personality: A string representing the player's personality, e.g., 'twenty_five_percent'\n#   - hole_cards: A tuple of two strings representing the player's hole cards, e.g., ('Kh', 'Jh')\n#   - board: A tuple of five strings representing the community cards on the board, e.g., ('4h', 'Ad', '3d', '8h', '8c')\n#   - street: A string representing the current street of the game, e.g., 'River', 'Preflop'\n\n# Task Description:\n#   Evaluate a given poker hand and determine the best action based on the player's personality and the current game state.\n\n# Domain-Specific Factual Information:\n#   - A flush draw is a hand that has a possible flush, but not enough cards to make it yet.\n#   - A tight player is a player who folds frequently and only plays strong hands.\n#   - A risk-averse player is a player who prefers to minimize their losses and avoid taking unnecessary risks.\n\n# Generalizable Strategy:\n#   - The player's personality should influence their decision-making process.\n#   - The player should consider the strength of their hand and the community cards on the board.\n#   - The player should be cautious when facing uncertainty and avoid taking unnecessary risks.\n\n# New Instructions:\n#   1. Review the input parameters carefully and identify the player's personality, hole cards, board, and current street.\n#   2. Evaluate the player's hand and determine its strength based on the community cards on the board.\n#   3. Consider the player's personality and adjust their decision-making process accordingly.\n#   4. If the player has a strong hand, consider raising or betting to maximize their winnings.\n#   5. If the player has a weak hand, consider folding to minimize their losses.\n#   6. If the player has a possible flush draw, consider checking to see how their opponent reacts.\n#   7. If the player is facing uncertainty, consider folding to avoid taking unnecessary risks.\n\n# Output Format:\n#   - reasoning: A string explaining the player's thought process and decision-making process.\n#   - action: A string representing the player's best action based on their evaluation."
