   0%|          | 0/3 [00:00<?, ?it/s] Average Metric: 0.00 / 1 (0.0%):   0%|          | 0/3 [00:36<?, ?it/s] Average Metric: 0.00 / 1 (0.0%):  33%|███▎      | 1/3 [00:36<01:12, 36.18s/it] Average Metric: 0.25 / 2 (12.5%):  33%|███▎      | 1/3 [00:36<01:12, 36.18s/it] Average Metric: 0.25 / 2 (12.5%):  67%|██████▋   | 2/3 [00:36<00:15, 15.35s/it] Average Metric: 1.00 / 3 (33.3%):  67%|██████▋   | 2/3 [00:37<00:15, 15.35s/it] Average Metric: 1.00 / 3 (33.3%): 100%|██████████| 3/3 [00:37<00:00,  8.51s/it] Average Metric: 1.00 / 3 (33.3%): 100%|██████████| 3/3 [00:37<00:00, 12.44s/it]
turn_module.predict = Predict(StringSignature(personality, hole_cards, street, board -> reasoning, action
    instructions='Review the folling Poker Hand and determine the best action.'
    personality = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Personality:', 'desc': '${personality}'})
    hole_cards = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Hole Cards:', 'desc': '${hole_cards}'})
    street = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Street:', 'desc': '${street}'})
    board = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Board:', 'desc': '${board}'})
    reasoning = Field(annotation=str required=True json_schema_extra={'prefix': "Reasoning: Let's think step by step in order to", 'desc': '${reasoning}', '__dspy_field_type': 'output'})
    action = Field(annotation=Literal['fold', 'check', 'call', 'raise', 'all_in'] required=True json_schema_extra={'__dspy_field_type': 'output', 'prefix': 'Action:', 'desc': '${action}'})
))
river_module.predict = Predict(StringSignature(personality, hole_cards, street, board -> reasoning, action
    instructions="python\n# Task Instruction\n\n## Task Description\nThe task is to determine the best action for a given poker hand based on the provided inputs. The inputs include the player's personality, their hole cards, the community board, and the current street.\n\n## Input Format\nThe input format is as follows:\n- `personality`: A string representing the player's personality, which can be one of the following: 'tight', 'loose', 'aggressive', 'passive', or 'fifteen_percent' (a custom personality type).\n- `hole_cards`: A tuple of two strings representing the player's hole cards, each in the format 'rank-suit' (e.g., 'Ac' for Ace of clubs).\n- `board`: A tuple of five strings representing the community board, each in the format 'rank-suit' (e.g., '2c' for 2 of clubs).\n- `street`: A string representing the current street, which can be one of the following: 'Pre-Flop', 'Flop', 'Turn', or 'River'.\n\n## Task Requirements\nThe task requires the assistant to analyze the given inputs and determine the best action for the player. The action can be one of the following: 'call', 'raise', 'fold', or 'check'.\n\n## Domain-Specific Factual Information\n- A 'tight' personality type tends to fold weak hands and play strong hands aggressively.\n- A 'loose' personality type tends to play more hands and be more aggressive.\n- An 'aggressive' personality type tends to play strong hands aggressively and fold weak hands.\n- A 'passive' personality type tends to fold weak hands and play strong hands conservatively.\n- The 'fifteen_percent' personality type is a custom type that tends to be cautious and minimize losses.\n- A flush draw is a strong draw that can win the hand if made.\n- A straight draw is a strong draw that can win the hand if made.\n- A set is a strong hand that can win the hand if made.\n- A possible straight draw or flush draw on the board can make the player's hand vulnerable to being dominated.\n- A strong card on the board can make the player's hand vulnerable to being dominated.\n\n## Generalizable Strategy\nThe generalizable strategy for this task is to analyze the player's personality, their hole cards, and the community board to determine the best action. The assistant should consider the following factors:\n- The player's personality and how it affects their playing style.\n- The strength of the player's hole cards and how they relate to the community board.\n- The strength of the community board and any possible draws or strong hands that can be made.\n- The current street and how it affects the player's decision-making.\n\n## Evaluation Criteria\nThe assistant's response will be evaluated based on the following criteria:\n- Accuracy: Does the assistant's response accurately reflect the best action for the given inputs?\n- Reasoning: Does the assistant's response provide clear and logical reasoning for their decision?\n- Domain knowledge: Does the assistant demonstrate a good understanding of poker concepts and terminology?"
    personality = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Personality:', 'desc': '${personality}'})
    hole_cards = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Hole Cards:', 'desc': '${hole_cards}'})
    street = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Street:', 'desc': '${street}'})
    board = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Board:', 'desc': '${board}'})
    reasoning = Field(annotation=str required=True json_schema_extra={'prefix': "Reasoning: Let's think step by step in order to", 'desc': '${reasoning}', '__dspy_field_type': 'output'})
    action = Field(annotation=Literal['fold', 'check', 'call', 'raise', 'all_in'] required=True json_schema_extra={'__dspy_field_type': 'output', 'prefix': 'Action:', 'desc': '${action}'})
)), preflop_module.predict = Predict(StringSignature(personality, hole_cards, street, board -> reasoning, action
    instructions="python\n# Task Instruction\n\n## Task Description\nThe task is to determine the best action in a given Poker Hand scenario. The inputs will include the player's personality, hole cards, the current board state, and the current street. The assistant should provide a reasoning for the chosen action and the action itself.\n\n## Input Format\nThe input will be in the following format:\n- personality: A string representing the player's personality (e.g., 'tight', 'aggressive', etc.)\n- hole_cards: A tuple of two cards representing the player's hole cards (e.g., ('5s', 'Jc'))\n- board: A tuple of five cards representing the current board state (e.g., ('9s', '7d', 'Ad', '5h', ''))\n- street: A string representing the current street (e.g., 'Turn', 'River', 'Preflop')\n\n## Task Requirements\n1. The assistant should consider the player's personality when making the decision.\n2. The assistant should analyze the hole cards and the board state to determine the best action.\n3. The assistant should provide a clear and concise reasoning for the chosen action.\n4. The assistant should choose the correct action based on the given scenario.\n\n## Domain-Specific Factual Information\n- In Poker, a 'tight' player is someone who plays fewer hands and is more selective.\n- A 'pair' is a hand with two cards of the same rank.\n- A 'flush' is a hand with five cards of the same suit.\n- A 'straight' is a hand with five cards of sequential rank.\n- The 'Preflop' street is the first street in a Poker hand, where players can choose to call, raise, or fold.\n- The 'Turn' street is the fourth street in a Poker hand, where players can choose to check, bet, or fold.\n- The 'River' street is the fifth and final street in a Poker hand, where players can choose to check, bet, or fold.\n\n## Generalizable Strategy\nThe assistant should use a decision-making strategy that considers the player's personality, the strength of the hole cards, and the board state. The assistant should also consider the potential draws and the opponent's possible actions.\n\n## Evaluation Criteria\nThe assistant's response will be evaluated based on the following criteria:\n- Correctness: Is the chosen action correct based on the given scenario?\n- Reasoning: Is the provided reasoning clear and concise?\n- Personality consideration: Does the assistant consider the player's personality when making the decision?\n- Domain knowledge: Does the assistant demonstrate a good understanding of Poker concepts and terminology?"
    personality = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Personality:', 'desc': '${personality}'})
    hole_cards = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Hole Cards:', 'desc': '${hole_cards}'})
    street = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Street:', 'desc': '${street}'})
    board = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Board:', 'desc': '${board}'})
    reasoning = Field(annotation=str required=True json_schema_extra={'prefix': "Reasoning: Let's think step by step in order to", 'desc': '${reasoning}', '__dspy_field_type': 'output'})
    action = Field(annotation=Literal['fold', 'check', 'call', 'raise', 'all_in'] required=True json_schema_extra={'__dspy_field_type': 'output', 'prefix': 'Action:', 'desc': '${action}'})
))
flop_module.predict = Predict(StringSignature(personality, hole_cards, street, board -> reasoning, action
    instructions='python\n# Task: Determine the Best Action in a Poker Hand\n\n# Input Format:\n# - personality: A string describing the player\'s personality (e.g., "tight", "aggressive", "fifteen_percent")\n# - hole_cards: A tuple of two cards representing the player\'s hole cards (e.g., (7s, 6c))\n# - board: A tuple of five cards representing the community cards on the board (e.g., (Td, 6d, Ah))\n# - street: A string indicating the current street of the hand (e.g., "Flop", "Turn", "River")\n\n# Task Description:\n# Given a player\'s personality, hole cards, and the current state of the board, determine the best action to take in the hand.\n\n# Domain-Specific Factual Information:\n# - In poker, a "tight" player is someone who only plays strong hands, while an "aggressive" player is someone who likes to bet and raise frequently.\n# - A "fifteen_percent" personality is a specific type of player who is moderately aggressive and likes to play a mix of strong and weak hands.\n# - The flop, turn, and river are the three streets of a poker hand, with the flop being the first three community cards dealt, the turn being the fourth community card, and the river being the fifth and final community card.\n# - In general, a player\'s goal is to maximize their winnings while minimizing their losses.\n\n# Generalizable Strategies:\n# - A tight player should fold weak hands and only play strong hands.\n# - An aggressive player should bet and raise frequently to build the pot and put pressure on their opponents.\n# - A player with a fifteen_percent personality should play a mix of strong and weak hands, but be cautious not to get too aggressive and lose too much money.\n\n# Task Requirements:\n# - The assistant should be able to analyze the player\'s personality, hole cards, and the current state of the board to determine the best action to take.\n# - The assistant should be able to reason about the strength of the player\'s hand and the potential strength of their opponents\' hands.\n# - The assistant should be able to adjust their strategy based on the player\'s personality and the current state of the hand.\n\n# Evaluation Metrics:\n# - The assistant\'s accuracy in determining the best action to take in a given hand.\n# - The assistant\'s ability to reason about the strength of the player\'s hand and the potential strength of their opponents\' hands.\n# - The assistant\'s ability to adjust their strategy based on the player\'s personality and the current state of the hand.'
